,Year,LeagueID,TeamID,Playoff,MadePlayoff,Unnamed,Games Played,Wins,Losses,Ties,Overtime_Losses,Total_Points,Points_Per_Game,Shootout_Wins,Shootout_Losses,Goals_For,Goals_Against,Penalty_Minutes,Penalty_Minutes_Per_Game,Power_Play_Goals,Power_Play_Chances,Short_handed_Goals_Against,Penalty_Kill_Goals_Allowed,Penalty_Kill_Chances,Goals_For_Per_Game,GoalsAgainstPerGame
401,1972,NHL,PHI,Semi-Finals,1,,78,37,30,11.0,,85,1.09,,,296,256,1756,22.5,74.0,257.0,4.0,68.0,360.0,3.79,3.28
402,1972,NHL,PIT,,0,,78,32,37,9.0,,73,0.94,,,257,265,866,11.1,52.0,301.0,7.0,49.0,264.0,3.29,3.4
403,1972,NHL,STL,Quarter-Finals,1,,78,32,34,12.0,,76,0.97,,,233,251,1195,15.3,37.0,251.0,1.0,51.0,272.0,2.99,3.22
404,1972,NHL,TOR,,0,,78,27,41,10.0,,64,0.82,,,247,279,716,9.2,44.0,274.0,8.0,51.0,239.0,3.17,3.58
405,1972,NHL,VAN,,0,,78,22,47,9.0,,53,0.68,,,233,339,943,12.1,47.0,282.0,6.0,59.0,255.0,2.99,4.35
406,1973,NHL,ATF,Quarter-Finals,1,,78,30,34,14.0,,74,0.95,,,214,238,841,10.8,44.0,264.0,6.0,46.0,223.0,2.74,3.05
407,1973,NHL,BOS,Finals,1,,78,52,17,9.0,,113,1.45,,,349,221,968,12.4,65.0,225.0,2.0,48.0,258.0,4.47,2.83
408,1973,NHL,BUF,,0,,78,32,34,12.0,,76,0.97,,,242,250,787,10.1,48.0,256.0,12.0,42.0,237.0,3.1,3.21
409,1973,NHL,CHI,Semi-Finals,1,,78,41,14,23.0,,105,1.35,,,272,164,877,11.2,55.0,255.0,5.0,26.0,208.0,3.49,2.1
410,1973,NHL,CLF,,0,,78,13,55,10.0,,36,0.46,,,195,342,651,8.3,34.0,268.0,14.0,46.0,221.0,2.5,4.38
411,1973,NHL,DET,,0,,78,29,39,10.0,,68,0.87,,,255,319,917,11.8,59.0,274.0,13.0,49.0,238.0,3.27,4.09
412,1973,NHL,LAK,Quarter-Finals,1,,78,33,33,12.0,,78,1.0,,,233,231,1055,13.5,43.0,284.0,9.0,48.0,246.0,2.99,2.96
413,1973,NHL,MNS,,0,,78,23,38,17.0,,63,0.81,,,235,275,821,10.5,37.0,207.0,5.0,51.0,254.0,3.01,3.53
414,1973,NHL,MTL,Quarter-Finals,1,,78,45,24,9.0,,99,1.27,,,293,240,761,9.8,51.0,254.0,7.0,51.0,217.0,3.76,3.08
415,1973,NHL,NYI,,0,,78,19,41,18.0,,56,0.72,,,182,247,1075,13.8,32.0,230.0,13.0,63.0,262.0,2.33,3.17
416,1973,NHL,NYR,Semi-Finals,1,,78,40,24,14.0,,94,1.21,,,300,251,782,10.0,66.0,222.0,2.0,45.0,239.0,3.85,3.22
417,1973,NHL,PHI,Stanley_Cup,1,,78,50,16,12.0,,112,1.44,,,273,164,1750,22.4,60.0,269.0,6.0,49.0,422.0,3.5,2.1
418,1973,NHL,PIT,,0,,78,28,41,9.0,,65,0.83,,,242,273,950,12.2,47.0,276.0,4.0,47.0,245.0,3.1,3.5
419,1973,NHL,STL,,0,,78,26,40,12.0,,64,0.82,,,206,248,1147,14.7,39.0,275.0,9.0,56.0,313.0,2.64,3.18
420,1973,NHL,TOR,Quarter-Finals,1,,78,35,27,16.0,,86,1.1,,,274,230,903,11.6,51.0,280.0,7.0,49.0,266.0,3.51,2.95
421,1973,NHL,VAN,,0,,78,24,43,11.0,,59,0.76,,,224,296,952,12.2,55.0,279.0,8.0,70.0,269.0,2.87,3.79
422,1974,NHL,ATF,,0,,80,34,31,15.0,,83,1.04,,,243,233,915,11.4,56.0,283.0,9.0,56.0,270.0,3.04,2.91
423,1974,NHL,BOS,Preliminary,1,,80,40,26,14.0,,94,1.18,,,345,245,1153,14.4,86.0,299.0,10.0,59.0,316.0,4.31,3.06
424,1974,NHL,BUF,Finals,1,,80,49,16,15.0,,113,1.41,,,354,240,1229,15.4,83.0,303.0,5.0,56.0,326.0,4.42,3.0
425,1974,NHL,CHI,Quarter-Finals,1,,80,37,35,8.0,,82,1.03,,,268,241,1112,13.9,71.0,327.0,7.0,62.0,311.0,3.35,3.01
426,1974,NHL,CLF,,0,,80,19,48,13.0,,51,0.64,,,212,316,1101,13.8,48.0,359.0,13.0,67.0,267.0,2.65,3.95
427,1974,NHL,DET,,0,,80,23,45,12.0,,58,0.73,,,259,335,1078,13.5,76.0,355.0,14.0,69.0,339.0,3.24,4.19
428,1974,NHL,KCS,,0,,80,15,54,11.0,,41,0.51,,,184,328,744,9.3,57.0,351.0,6.0,53.0,233.0,2.3,4.1
429,1974,NHL,LAK,Preliminary,1,,80,42,17,21.0,,105,1.31,,,269,185,1185,14.8,52.0,288.0,7.0,48.0,327.0,3.36,2.31
430,1974,NHL,MNS,,0,,80,23,50,7.0,,53,0.66,,,221,341,1106,13.8,45.0,293.0,10.0,81.0,303.0,2.76,4.26
431,1974,NHL,MTL,Semi-Finals,1,,80,47,14,19.0,,113,1.41,,,374,225,1155,14.4,92.0,350.0,10.0,54.0,314.0,4.68,2.81
432,1974,NHL,NYI,Semi-Finals,1,,80,33,25,22.0,,88,1.1,,,264,221,1116,14.0,51.0,273.0,7.0,55.0,340.0,3.3,2.76
433,1974,NHL,NYR,Preliminary,1,,80,37,29,14.0,,88,1.1,,,319,276,1053,13.2,84.0,296.0,7.0,54.0,295.0,3.99,3.45
434,1974,NHL,PHI,Stanley_Cup,1,,80,51,18,11.0,,113,1.41,,,293,181,1969,24.6,64.0,257.0,6.0,74.0,466.0,3.66,2.26
435,1974,NHL,PIT,Quarter-Finals,1,,80,37,28,15.0,,89,1.11,,,326,289,1119,14.0,64.0,323.0,11.0,63.0,324.0,4.08,3.61
436,1974,NHL,STL,Preliminary,1,,80,35,31,14.0,,84,1.05,,,269,267,1275,15.9,50.0,286.0,5.0,77.0,329.0,3.36,3.34
437,1974,NHL,TOR,Quarter-Finals,1,,80,31,33,16.0,,78,0.98,,,280,309,1079,13.5,60.0,340.0,10.0,76.0,304.0,3.5,3.86
438,1974,NHL,VAN,Quarter-Finals,1,,80,38,32,10.0,,86,1.08,,,271,254,965,12.1,70.0,337.0,5.0,59.0,300.0,3.39,3.18
439,1974,NHL,WAS,,0,,80,8,67,5.0,,21,0.26,,,181,446,1085,13.6,48.0,372.0,18.0,94.0,328.0,2.26,5.58
440,1975,NHL,ATF,Preliminary,1,,80,35,33,12.0,,82,1.03,,,262,237,928,11.6,56.0,292.0,5.0,43.0,277.0,3.28,2.96
441,1975,NHL,BOS,Semi-Finals,1,,80,48,15,17.0,,113,1.41,,,313,237,1195,14.9,77.0,289.0,6.0,56.0,345.0,3.91,2.96
442,1975,NHL,BUF,Quarter-Finals,1,,80,46,21,13.0,,105,1.31,,,339,240,943,11.8,73.0,287.0,8.0,51.0,304.0,4.24,3.0
443,1975,NHL,CHI,Quarter-Finals,1,,80,32,30,18.0,,82,1.03,,,254,261,944,11.8,72.0,341.0,8.0,53.0,305.0,3.18,3.26
444,1975,NHL,CLF,,0,,80,27,42,11.0,,65,0.81,,,250,278,1058,13.2,71.0,382.0,10.0,52.0,262.0,3.12,3.48
445,1975,NHL,DET,,0,,80,26,44,10.0,,62,0.78,,,226,300,1922,24.0,47.0,307.0,6.0,86.0,422.0,2.82,3.75
446,1975,NHL,KCS,,0,,80,12,56,12.0,,36,0.45,,,190,351,984,12.3,46.0,352.0,17.0,80.0,295.0,2.38,4.39
447,1975,NHL,LAK,Quarter-Finals,1,,80,38,33,9.0,,85,1.06,,,263,265,1022,12.8,61.0,334.0,12.0,55.0,298.0,3.29,3.31
448,1975,NHL,MNS,,0,,80,20,53,7.0,,47,0.59,,,195,303,1191,14.9,48.0,331.0,16.0,82.0,309.0,2.44,3.79
449,1975,NHL,MTL,Stanley_Cup,1,,80,58,11,11.0,,127,1.59,,,337,174,977,12.2,75.0,282.0,0.0,44.0,290.0,4.21,2.17
450,1975,NHL,NYI,Semi-Finals,1,,80,42,21,17.0,,101,1.26,,,297,190,1277,16.0,92.0,290.0,4.0,55.0,377.0,3.71,2.38
451,1975,NHL,NYR,,0,,80,29,42,9.0,,67,0.84,,,262,333,911,11.4,67.0,323.0,11.0,68.0,277.0,3.28,4.16
452,1975,NHL,PHI,Finals,1,,80,51,13,16.0,,118,1.48,,,348,209,1980,24.8,83.0,290.0,4.0,83.0,480.0,4.35,2.61
453,1975,NHL,PIT,Preliminary,1,,80,35,33,12.0,,82,1.03,,,339,303,1004,12.6,75.0,307.0,13.0,68.0,292.0,4.24,3.79
454,1975,NHL,STL,Preliminary,1,,80,29,37,14.0,,72,0.9,,,249,290,1274,15.9,55.0,298.0,3.0,98.0,376.0,3.11,3.62
455,1975,NHL,TOR,Quarter-Finals,1,,80,34,31,15.0,,83,1.04,,,294,276,1368,17.1,67.0,348.0,9.0,77.0,321.0,3.68,3.45
456,1975,NHL,VAN,Preliminary,1,,80,33,32,15.0,,81,1.01,,,271,272,1122,14.0,68.0,345.0,9.0,71.0,291.0,3.39,3.4
457,1975,NHL,WAS,,0,,80,11,59,10.0,,32,0.4,,,224,394,951,11.9,53.0,375.0,3.0,64.0,252.0,2.8,4.92
458,1976,NHL,ATF,Preliminary,1,,80,34,34,12.0,,80,1.0,,,264,265,889,11.1,42.0,214.0,6.0,50.0,248.0,3.3,3.31
459,1976,NHL,BOS,Finals,1,,80,49,23,8.0,,106,1.33,,,312,240,1065,13.3,46.0,217.0,10.0,41.0,272.0,3.9,3.0
460,1976,NHL,BUF,Quarter-Finals,1,,80,48,24,8.0,,104,1.3,,,301,220,848,10.6,60.0,262.0,7.0,38.0,274.0,3.76,2.75
461,1976,NHL,CHI,Preliminary,1,,80,26,43,11.0,,63,0.79,,,240,298,1104,13.8,59.0,267.0,9.0,62.0,282.0,3.0,3.72
462,1976,NHL,CLE,,0,,80,25,42,13.0,,63,0.79,,,240,292,1011,12.6,59.0,298.0,12.0,52.0,237.0,3.0,3.65
463,1976,NHL,COR,,0,,80,20,46,14.0,,54,0.68,,,226,307,978,12.2,44.0,274.0,7.0,61.0,247.0,2.82,3.84
464,1976,NHL,DET,,0,,80,16,55,9.0,,41,0.51,,,183,309,1332,16.7,37.0,294.0,10.0,73.0,317.0,2.29,3.86
465,1976,NHL,LAK,Quarter-Finals,1,,80,34,31,15.0,,83,1.04,,,271,241,1186,14.8,68.0,253.0,5.0,52.0,284.0,3.39,3.01
466,1976,NHL,MNS,Preliminary,1,,80,23,39,18.0,,64,0.8,,,240,310,774,9.7,59.0,339.0,11.0,57.0,211.0,3.0,3.88
467,1976,NHL,MTL,Stanley_Cup,1,,80,60,8,12.0,,132,1.65,,,387,171,764,9.6,59.0,237.0,3.0,28.0,231.0,4.84,2.14
468,1976,NHL,NYI,Semi-Finals,1,,80,47,21,12.0,,106,1.33,,,288,193,1012,12.7,56.0,240.0,3.0,47.0,278.0,3.6,2.41
469,1976,NHL,NYR,,0,,80,29,37,14.0,,72,0.9,,,272,310,1164,14.6,60.0,290.0,16.0,55.0,268.0,3.4,3.88
470,1976,NHL,PHI,Semi-Finals,1,,80,48,16,16.0,,112,1.4,,,323,213,1547,19.3,52.0,236.0,3.0,57.0,326.0,4.04,2.66
471,1976,NHL,PIT,Preliminary,1,,80,34,33,13.0,,81,1.01,,,240,252,669,8.4,46.0,263.0,6.0,47.0,209.0,3.0,3.15
472,1976,NHL,STL,Quarter-Finals,1,,80,32,39,9.0,,73,0.91,,,239,276,877,11.0,47.0,249.0,7.0,47.0,259.0,2.99,3.45
473,1976,NHL,TOR,Quarter-Finals,1,,80,33,32,15.0,,81,1.01,,,301,285,1200,15.0,63.0,281.0,6.0,59.0,284.0,3.76,3.56
474,1976,NHL,VAN,,0,,80,25,42,13.0,,63,0.79,,,235,294,1078,13.5,50.0,263.0,7.0,58.0,258.0,2.94,3.68
475,1976,NHL,WAS,,0,,80,24,42,14.0,,62,0.78,,,221,307,1231,15.4,39.0,293.0,14.0,62.0,285.0,2.76,3.84
476,1977,NHL,ATF,Preliminary,1,,80,34,27,19.0,,87,1.09,,,274,252,984,12.3,43.0,195.0,4.0,51.0,264.0,3.42,3.15
477,1977,NHL,BOS,Finals,1,,80,51,18,11.0,,113,1.41,,,333,218,1237,15.5,49.0,242.0,2.0,53.0,296.0,4.16,2.72
478,1977,NHL,BUF,Quarter-Finals,1,,80,44,19,17.0,,105,1.31,,,288,215,800,10.0,52.0,234.0,3.0,31.0,218.0,3.6,2.69
479,1977,NHL,CHI,Quarter-Finals,1,,80,32,29,19.0,,83,1.04,,,230,220,1308,16.4,43.0,205.0,3.0,46.0,295.0,2.88,2.75
480,1977,NHL,CLE,,0,,80,22,45,13.0,,57,0.71,,,230,325,1010,12.6,42.0,275.0,8.0,61.0,235.0,2.88,4.06
481,1977,NHL,COR,Preliminary,1,,80,19,40,21.0,,59,0.74,,,257,305,818,10.2,63.0,279.0,7.0,53.0,237.0,3.21,3.81
482,1977,NHL,DET,Quarter-Finals,1,,80,32,34,14.0,,78,0.98,,,252,266,1534,19.2,59.0,293.0,7.0,64.0,296.0,3.15,3.32
483,1977,NHL,LAK,Preliminary,1,,80,31,34,15.0,,77,0.96,,,243,245,903,11.3,50.0,254.0,6.0,46.0,236.0,3.04,3.06
484,1977,NHL,MNS,,0,,80,18,53,9.0,,45,0.56,,,218,325,1096,13.7,49.0,328.0,10.0,61.0,218.0,2.72,4.06
485,1977,NHL,MTL,Stanley_Cup,1,,80,59,10,11.0,,129,1.61,,,359,183,745,9.3,73.0,229.0,1.0,40.0,211.0,4.49,2.29
486,1977,NHL,NYI,Quarter-Finals,1,,80,48,17,15.0,,111,1.39,,,334,210,938,11.7,71.0,227.0,6.0,45.0,272.0,4.18,2.62
487,1977,NHL,NYR,Preliminary,1,,80,30,37,13.0,,73,0.91,,,279,280,1057,13.2,78.0,279.0,6.0,48.0,244.0,3.49,3.5
488,1977,NHL,PHI,Semi-Finals,1,,80,45,20,15.0,,105,1.31,,,296,200,1668,20.9,51.0,219.0,5.0,66.0,340.0,3.7,2.5
489,1977,NHL,PIT,,0,,80,25,37,18.0,,68,0.85,,,254,321,1300,16.3,53.0,261.0,7.0,61.0,251.0,3.18,4.01
490,1977,NHL,STL,,0,,80,20,47,13.0,,53,0.66,,,195,304,845,10.6,44.0,264.0,3.0,52.0,194.0,2.44,3.8
491,1977,NHL,TOR,Semi-Finals,1,,80,41,29,10.0,,92,1.15,,,271,237,1258,15.7,57.0,261.0,7.0,55.0,295.0,3.39,2.96
492,1977,NHL,VAN,,0,,80,20,43,17.0,,57,0.71,,,239,320,962,12.0,60.0,269.0,7.0,65.0,230.0,2.99,4.0
493,1977,NHL,WAS,,0,,80,17,49,14.0,,48,0.6,,,195,321,1332,16.7,34.0,278.0,15.0,73.0,260.0,2.44,4.01
494,1978,NHL,ATF,Preliminary,1,,80,41,31,8.0,,90,1.13,,,327,280,1158,14.5,54.0,226.0,5.0,56.0,290.0,4.09,3.5
495,1978,NHL,BOS,Semi-Finals,1,,80,43,23,14.0,,100,1.25,,,316,270,1222,15.3,59.0,249.0,9.0,72.0,285.0,3.95,3.38
496,1978,NHL,BUF,Preliminary,1,,80,36,28,16.0,,88,1.1,,,280,263,1026,12.8,55.0,267.0,4.0,55.0,258.0,3.5,3.29
497,1978,NHL,CHI,Quarter-Finals,1,,80,29,36,15.0,,73,0.91,,,244,277,1254,15.7,41.0,247.0,4.0,70.0,297.0,3.05,3.46
498,1978,NHL,COR,,0,,80,15,53,12.0,,42,0.53,,,210,331,838,10.5,60.0,267.0,4.0,62.0,211.0,2.62,4.14
499,1978,NHL,DET,,0,,80,23,41,16.0,,62,0.78,,,252,295,1359,17.0,78.0,327.0,9.0,63.0,279.0,3.15,3.69
500,1978,NHL,LAK,Preliminary,1,,80,34,34,12.0,,80,1.0,,,292,286,1134,14.2,76.0,318.0,8.0,55.0,245.0,3.65,3.58
501,1978,NHL,MNS,,0,,80,28,40,12.0,,68,0.85,,,257,289,1102,13.8,63.0,289.0,9.0,48.0,232.0,3.21,3.61
502,1978,NHL,MTL,Stanley_Cup,1,,80,52,17,11.0,,115,1.44,,,337,204,803,10.0,68.0,240.0,7.0,35.0,213.0,4.21,2.55
503,1978,NHL,NYI,Semi-Finals,1,,80,51,15,14.0,,116,1.45,,,358,214,1077,13.5,81.0,260.0,4.0,57.0,287.0,4.47,2.68
504,1978,NHL,NYR,Finals,1,,80,40,29,11.0,,91,1.14,,,316,292,1214,15.2,75.0,306.0,12.0,78.0,311.0,3.95,3.65
505,1978,NHL,PHI,Quarter-Finals,1,,80,40,25,15.0,,95,1.19,,,281,248,1548,19.4,59.0,232.0,2.0,73.0,344.0,3.51,3.1
506,1978,NHL,PIT,Quarter-Finals,1,,80,36,31,13.0,,85,1.06,,,281,279,1039,13.0,56.0,261.0,4.0,57.0,250.0,3.51,3.49
507,1978,NHL,STL,,0,,80,18,50,12.0,,48,0.6,,,249,348,1055,13.2,48.0,281.0,8.0,63.0,244.0,3.11,4.35
508,1978,NHL,TOR,Quarter-Finals,1,,80,34,33,13.0,,81,1.01,,,267,252,1440,18.0,60.0,236.0,7.0,70.0,330.0,3.34,3.15
509,1978,NHL,VAN,Preliminary,1,,80,25,42,13.0,,63,0.79,,,217,291,1134,14.2,56.0,295.0,9.0,49.0,248.0,2.71,3.64
510,1978,NHL,WAS,,0,,80,24,41,15.0,,63,0.79,,,273,338,1312,16.4,57.0,302.0,12.0,83.0,279.0,3.41,4.22
511,1979,NHL,ATF,Preliminary,1,,80,35,32,13.0,,83,1.04,,,282,269,1048,13.1,51.0,216.0,7.0,52.0,272.0,3.52,3.36
512,1979,NHL,BOS,Quarter-Finals,1,,80,46,21,13.0,,105,1.31,,,310,234,1460,18.3,60.0,246.0,4.0,53.0,312.0,3.88,2.92
513,1979,NHL,BUF,Semi-Finals,1,,80,47,17,16.0,,110,1.38,,,318,201,967,12.1,67.0,275.0,4.0,43.0,252.0,3.98,2.51
514,1979,NHL,CHI,Quarter-Finals,1,,80,34,27,19.0,,87,1.09,,,241,250,1325,16.6,64.0,269.0,9.0,56.0,293.0,3.01,3.12
515,1979,NHL,COR,,0,,80,19,48,13.0,,51,0.64,,,234,308,1020,12.8,53.0,304.0,3.0,52.0,233.0,2.92,3.85
516,1979,NHL,DET,,0,,80,26,43,11.0,,63,0.79,,,268,306,1114,13.9,61.0,276.0,2.0,64.0,270.0,3.35,3.82
517,1979,NHL,EDM,Preliminary,1,,80,28,39,13.0,,69,0.86,,,301,322,1528,19.1,61.0,282.0,4.0,74.0,315.0,3.76,4.03
518,1979,NHL,HAR,Preliminary,1,,80,27,34,19.0,,73,0.91,,,303,312,875,10.9,42.0,216.0,1.0,64.0,249.0,3.79,3.9
519,1979,NHL,LAK,Preliminary,1,,80,30,36,14.0,,74,0.93,,,290,313,1124,14.1,83.0,311.0,9.0,94.0,291.0,3.62,3.91
520,1979,NHL,MNS,Semi-Finals,1,,80,36,28,16.0,,88,1.1,,,311,253,1064,13.3,75.0,316.0,7.0,43.0,240.0,3.89,3.16
521,1979,NHL,MTL,Quarter-Finals,1,,80,47,20,13.0,,107,1.34,,,328,240,874,10.9,77.0,264.0,7.0,46.0,247.0,4.1,3.0
522,1979,NHL,NYI,Stanley_Cup,1,,80,39,28,13.0,,91,1.14,,,281,247,1298,16.2,63.0,265.0,4.0,71.0,317.0,3.51,3.09
523,1979,NHL,NYR,Quarter-Finals,1,,80,38,32,10.0,,86,1.08,,,308,284,1342,16.8,79.0,304.0,7.0,54.0,304.0,3.85,3.55
524,1979,NHL,PHI,Finals,1,,80,48,12,20.0,,116,1.45,,,327,254,1844,23.1,44.0,270.0,7.0,79.0,381.0,4.09,3.18
525,1979,NHL,PIT,Preliminary,1,,80,30,37,13.0,,73,0.91,,,251,303,1038,13.0,52.0,262.0,4.0,64.0,247.0,3.14,3.79
526,1979,NHL,QUE,,0,,80,25,44,11.0,,61,0.76,,,248,313,1062,13.3,63.0,300.0,9.0,71.0,267.0,3.1,3.91
527,1979,NHL,STL,Preliminary,1,,80,34,34,12.0,,80,1.0,,,266,278,1037,13.0,53.0,289.0,4.0,40.0,263.0,3.32,3.48
528,1979,NHL,TOR,Preliminary,1,,80,35,40,5.0,,75,0.94,,,304,327,1158,14.5,68.0,275.0,5.0,69.0,325.0,3.8,4.09
529,1979,NHL,VAN,Preliminary,1,,80,27,37,16.0,,70,0.88,,,256,281,1808,22.6,53.0,312.0,12.0,69.0,282.0,3.2,3.51
530,1979,NHL,WAS,,0,,80,27,40,13.0,,67,0.84,,,261,293,1198,15.0,54.0,295.0,4.0,65.0,248.0,3.26,3.66
531,1979,NHL,WIN,,0,,80,20,49,11.0,,51,0.64,,,214,314,1251,15.6,63.0,336.0,10.0,63.0,275.0,2.68,3.92
532,1980,NHL,BOS,Preliminary,1,,80,37,30,13.0,,87,1.09,,,316,272,1836,23.0,87.0,342.0,8.0,82.0,358.0,3.95,3.4
533,1980,NHL,BUF,Quarter-Finals,1,,80,39,20,21.0,,99,1.24,,,327,250,1194,14.9,73.0,310.0,10.0,44.0,268.0,4.09,3.12
534,1980,NHL,CAL,Semi-Finals,1,,80,39,27,14.0,,92,1.15,,,329,298,1450,18.1,81.0,301.0,12.0,70.0,364.0,4.11,3.72
535,1980,NHL,CHI,Preliminary,1,,80,31,33,16.0,,78,0.98,,,304,315,1660,20.8,67.0,302.0,9.0,91.0,364.0,3.8,3.94
536,1980,NHL,COR,,0,,80,22,45,13.0,,57,0.71,,,258,344,1418,17.7,76.0,373.0,8.0,70.0,286.0,3.22,4.3
537,1980,NHL,DET,,0,,80,19,43,18.0,,56,0.7,,,252,339,1687,21.1,60.0,316.0,12.0,82.0,317.0,3.15,4.24
538,1980,NHL,EDM,Quarter-Finals,1,,80,29,35,16.0,,74,0.93,,,328,327,1544,19.3,77.0,347.0,7.0,85.0,348.0,4.1,4.09
539,1980,NHL,HAR,,0,,80,21,41,18.0,,60,0.75,,,292,372,1584,19.8,60.0,318.0,15.0,80.0,328.0,3.65,4.65
540,1980,NHL,LAK,Preliminary,1,,80,43,24,13.0,,99,1.24,,,337,290,1627,20.3,90.0,366.0,7.0,81.0,356.0,4.21,3.62
541,1980,NHL,MNS,Finals,1,,80,35,28,17.0,,87,1.09,,,291,263,1624,20.3,88.0,408.0,13.0,64.0,304.0,3.64,3.29
542,1980,NHL,MTL,Preliminary,1,,80,45,22,13.0,,103,1.29,,,332,232,1398,17.5,72.0,299.0,8.0,51.0,279.0,4.15,2.9
543,1980,NHL,NYI,Stanley_Cup,1,,80,48,18,14.0,,110,1.38,,,355,260,1442,18.0,93.0,317.0,6.0,76.0,368.0,4.44,3.25
544,1980,NHL,NYR,Semi-Finals,1,,80,30,36,14.0,,74,0.93,,,312,317,1981,24.8,63.0,351.0,12.0,83.0,392.0,3.9,3.96
545,1980,NHL,PHI,Quarter-Finals,1,,80,41,24,15.0,,97,1.21,,,313,249,2621,32.8,75.0,278.0,4.0,85.0,432.0,3.91,3.11
546,1980,NHL,PIT,Preliminary,1,,80,30,37,13.0,,73,0.91,,,302,345,1807,22.6,92.0,400.0,11.0,99.0,370.0,3.78,4.31
547,1980,NHL,QUE,Preliminary,1,,80,30,32,18.0,,78,0.98,,,314,318,1524,19.1,81.0,339.0,10.0,79.0,335.0,3.92,3.98
548,1980,NHL,STL,Quarter-Finals,1,,80,45,18,17.0,,107,1.34,,,352,281,1657,20.7,85.0,359.0,12.0,61.0,338.0,4.4,3.51
549,1980,NHL,TOR,Preliminary,1,,80,28,37,15.0,,71,0.89,,,322,367,1830,22.9,85.0,339.0,4.0,93.0,408.0,4.03,4.59
550,1980,NHL,VAN,Preliminary,1,,80,28,32,20.0,,76,0.95,,,289,301,1892,23.7,68.0,330.0,14.0,81.0,340.0,3.61,3.76
551,1980,NHL,WAS,,0,,80,26,36,18.0,,70,0.88,,,286,317,1872,23.4,74.0,394.0,14.0,83.0,318.0,3.58,3.96
552,1980,NHL,WIN,,0,,80,9,57,14.0,,32,0.4,,,246,400,1191,14.9,60.0,345.0,15.0,67.0,261.0,3.08,5.0
553,1981,NHL,BOS,Division_Finals,1,,80,43,27,10.0,,96,1.2,,,323,285,1266,15.8,65.0,289.0,7.0,54.0,291.0,4.04,3.56
554,1981,NHL,BUF,Division_Semi-Finals,1,,80,39,26,15.0,,93,1.16,,,307,273,1425,17.8,63.0,301.0,10.0,57.0,281.0,3.84,3.41
555,1981,NHL,CAL,Division_Semi-Finals,1,,80,29,34,17.0,,75,0.94,,,334,345,1331,16.6,78.0,290.0,9.0,72.0,328.0,4.18,4.31
556,1981,NHL,CHI,Conference_Finals,1,,80,30,38,12.0,,72,0.9,,,332,363,1775,22.2,78.0,315.0,12.0,93.0,383.0,4.15,4.54
557,1981,NHL,COR,,0,,80,18,49,13.0,,49,0.61,,,241,362,1138,14.2,46.0,305.0,15.0,63.0,268.0,3.01,4.53
558,1981,NHL,DET,,0,,80,21,47,12.0,,54,0.68,,,270,351,1250,15.6,43.0,257.0,6.0,75.0,284.0,3.38,4.39
559,1981,NHL,EDM,Division_Semi-Finals,1,,80,48,17,15.0,,111,1.39,,,417,295,1473,18.4,86.0,341.0,8.0,67.0,371.0,5.21,3.69
560,1981,NHL,HAR,,0,,80,21,41,18.0,,60,0.75,,,264,351,1493,18.7,68.0,292.0,7.0,78.0,283.0,3.3,4.39
561,1981,NHL,LAK,Division_Finals,1,,80,24,41,15.0,,63,0.79,,,314,369,1730,21.6,75.0,355.0,11.0,89.0,310.0,3.92,4.61
562,1981,NHL,MNS,Division_Semi-Finals,1,,80,37,23,20.0,,94,1.18,,,346,288,1358,17.0,89.0,362.0,9.0,49.0,271.0,4.32,3.6
563,1981,NHL,MTL,Division_Semi-Finals,1,,80,46,17,17.0,,109,1.36,,,360,223,1463,18.3,72.0,297.0,5.0,57.0,286.0,4.5,2.79
564,1981,NHL,NYI,Stanley_Cup,1,,80,54,16,10.0,,118,1.48,,,385,250,1328,16.6,80.0,284.0,3.0,65.0,332.0,4.81,3.12
565,1981,NHL,NYR,Division_Finals,1,,80,39,27,14.0,,92,1.15,,,316,306,1402,17.5,68.0,306.0,12.0,75.0,319.0,3.95,3.82
566,1981,NHL,PHI,Division_Semi-Finals,1,,80,38,31,11.0,,87,1.09,,,325,313,2493,31.2,79.0,296.0,5.0,102.0,397.0,4.06,3.91
567,1981,NHL,PIT,Division_Semi-Finals,1,,80,31,36,13.0,,75,0.94,,,310,337,2212,27.7,99.0,404.0,14.0,92.0,399.0,3.88,4.21
568,1981,NHL,QUE,Conference_Finals,1,,80,33,31,16.0,,82,1.03,,,356,345,1757,22.0,83.0,314.0,9.0,71.0,331.0,4.45,4.31
569,1981,NHL,STL,Division_Finals,1,,80,32,40,8.0,,72,0.9,,,315,349,1579,19.7,76.0,344.0,13.0,83.0,357.0,3.94,4.36
570,1981,NHL,TOR,,0,,80,20,44,16.0,,56,0.7,,,298,380,1888,23.6,58.0,292.0,6.0,99.0,363.0,3.72,4.75
571,1981,NHL,VAN,Finals,1,,80,30,33,17.0,,77,0.96,,,290,286,1840,23.0,64.0,337.0,10.0,68.0,315.0,3.62,3.58
572,1981,NHL,WAS,,0,,80,26,41,13.0,,65,0.81,,,319,338,1932,24.2,93.0,418.0,11.0,67.0,309.0,3.99,4.22
573,1981,NHL,WIN,Division_Semi-Finals,1,,80,33,33,14.0,,80,1.0,,,319,332,1314,16.4,74.0,328.0,11.0,61.0,249.0,3.99,4.15
574,1982,NHL,BOS,Conference_Finals,1,,80,50,20,10.0,,110,1.38,,,327,228,1202,15.0,67.0,302.0,6.0,53.0,275.0,4.09,2.85
