,Year,LeagueID,TeamID,Playoff,MadePlayoff,Unnamed,Games Played,Wins,Losses,Ties,Overtime_Losses,Total_Points,Points_Per_Game,Shootout_Wins,Shootout_Losses,Goals_For,Goals_Against,Penalty_Minutes,Penalty_Minutes_Per_Game,Power_Play_Goals,Power_Play_Chances,Short_handed_Goals_Against,Penalty_Kill_Goals_Allowed,Penalty_Kill_Chances,Goals_For_Per_Game,GoalsAgainstPerGame
1079,2003,NHL,PHI,Conference_Finals,1,,82,40,21,15.0,6.0,101,1.23,,,229,186,1357,16.5,65.0,314.0,3.0,58.0,348.0,2.79,2.27
1080,2003,NHL,PHO,,0,,82,22,36,18.0,6.0,68,0.83,,,188,245,1300,15.9,51.0,358.0,8.0,71.0,398.0,2.29,2.99
1081,2003,NHL,PIT,,0,,82,23,47,8.0,4.0,58,0.71,,,190,303,1270,15.5,65.0,360.0,15.0,84.0,369.0,2.32,3.7
1082,2003,NHL,SJS,Conference_Finals,1,,82,43,21,12.0,6.0,104,1.27,,,219,183,1091,13.3,56.0,337.0,9.0,47.0,319.0,2.67,2.23
1083,2003,NHL,STL,Conference_Quarter-Finals,1,,82,39,30,11.0,2.0,91,1.11,,,191,198,1274,15.5,61.0,341.0,11.0,57.0,369.0,2.33,2.41
1084,2003,NHL,TBL,Stanley_Cup,1,,82,46,22,8.0,6.0,106,1.29,,,245,192,985,12.0,55.0,339.0,4.0,42.0,278.0,2.99,2.34
1085,2003,NHL,TOR,Conference_Semi-Finals,1,,82,45,24,10.0,3.0,103,1.26,,,242,204,1452,17.7,75.0,373.0,8.0,64.0,386.0,2.95,2.49
1086,2003,NHL,VAN,Conference_Quarter-Finals,1,,82,43,24,10.0,5.0,101,1.23,,,235,194,1274,15.5,56.0,376.0,8.0,50.0,360.0,2.87,2.37
1087,2003,NHL,WAS,,0,,82,23,46,10.0,3.0,59,0.72,,,186,253,1282,15.6,64.0,334.0,5.0,75.0,401.0,2.27,3.09
1088,2005,NHL,ANA,Conference_Finals,1,,82,43,27,,12.0,98,1.2,3.0,7.0,254,229,1459,17.8,87.0,480.0,13.0,84.0,510.0,3.1,2.79
1089,2005,NHL,ATL,,0,,82,41,33,,8.0,90,1.1,5.0,5.0,281,275,1344,16.4,100.0,527.0,10.0,102.0,492.0,3.43,3.35
1090,2005,NHL,BOS,,0,,82,29,37,,16.0,74,0.9,2.0,8.0,230,266,1174,14.3,62.0,418.0,10.0,78.0,479.0,2.8,3.24
1091,2005,NHL,BUF,Conference_Finals,1,,82,52,24,,6.0,110,1.34,5.0,5.0,281,239,1164,14.2,101.0,477.0,17.0,59.0,439.0,3.43,2.91
1092,2005,NHL,CAL,Conference_Quarter-Finals,1,,82,46,25,,11.0,103,1.26,2.0,7.0,218,200,1482,18.1,87.0,478.0,7.0,80.0,508.0,2.66,2.44
1093,2005,NHL,CAR,Stanley_Cup,1,,82,52,22,,8.0,112,1.37,8.0,2.0,294,260,1125,13.7,95.0,531.0,13.0,81.0,445.0,3.59,3.17
1094,2005,NHL,CBS,,0,,82,35,43,,4.0,74,0.9,8.0,3.0,223,279,1416,17.3,64.0,451.0,8.0,95.0,523.0,2.72,3.4
1095,2005,NHL,CHI,,0,,82,26,43,,13.0,65,0.79,2.0,6.0,211,285,1544,18.8,51.0,417.0,12.0,88.0,547.0,2.57,3.48
1096,2005,NHL,COL,Conference_Semi-Finals,1,,82,43,30,,9.0,95,1.16,3.0,6.0,283,257,1178,14.4,89.0,473.0,12.0,69.0,448.0,3.45,3.13
1097,2005,NHL,DAL,Conference_Quarter-Finals,1,,82,53,23,,6.0,112,1.37,12.0,1.0,265,218,1496,18.2,88.0,498.0,7.0,82.0,504.0,3.23,2.66
1098,2005,NHL,DET,Conference_Quarter-Finals,1,,82,58,16,,8.0,124,1.51,4.0,3.0,305,209,1117,13.6,102.0,461.0,10.0,67.0,461.0,3.72,2.55
1099,2005,NHL,EDM,Finals,1,,82,41,28,,13.0,95,1.16,7.0,9.0,256,251,1204,14.7,88.0,485.0,5.0,76.0,478.0,3.12,3.06
1100,2005,NHL,FLO,,0,,82,37,34,,11.0,85,1.04,4.0,5.0,240,257,1279,15.6,63.0,411.0,12.0,91.0,514.0,2.93,3.13
1101,2005,NHL,LAK,,0,,82,42,35,,5.0,89,1.09,6.0,1.0,249,270,1474,18.0,77.0,541.0,12.0,104.0,489.0,3.04,3.29
1102,2005,NHL,MIN,,0,,82,38,36,,8.0,84,1.02,5.0,3.0,231,215,1209,14.7,77.0,454.0,7.0,55.0,436.0,2.82,2.62
1103,2005,NHL,MTL,Conference_Quarter-Finals,1,,82,42,31,,9.0,93,1.13,2.0,3.0,243,247,1336,16.3,89.0,463.0,6.0,91.0,481.0,2.96,3.01
1104,2005,NHL,NAS,Conference_Quarter-Finals,1,,82,49,25,,8.0,106,1.29,6.0,3.0,259,227,1533,18.7,94.0,512.0,13.0,82.0,533.0,3.16,2.77
1105,2005,NHL,NJD,Conference_Semi-Finals,1,,82,46,27,,9.0,101,1.23,9.0,4.0,242,229,948,11.6,78.0,441.0,6.0,63.0,349.0,2.95,2.79
1106,2005,NHL,NYI,,0,,82,36,40,,6.0,78,0.95,9.0,3.0,230,278,1266,15.4,76.0,450.0,15.0,99.0,476.0,2.8,3.39
1107,2005,NHL,NYR,Conference_Quarter-Finals,1,,82,44,26,,12.0,100,1.22,7.0,4.0,257,215,1194,14.6,83.0,442.0,9.0,79.0,486.0,3.13,2.62
1108,2005,NHL,OTT,Conference_Semi-Finals,1,,82,52,21,,9.0,113,1.38,2.0,6.0,314,211,1462,17.8,102.0,490.0,11.0,73.0,476.0,3.83,2.57
1109,2005,NHL,PHI,Conference_Quarter-Finals,1,,82,45,26,,11.0,101,1.23,4.0,6.0,267,259,1201,14.6,80.0,444.0,6.0,97.0,465.0,3.26,3.16
1110,2005,NHL,PHO,,0,,82,38,39,,5.0,81,0.99,4.0,3.0,246,271,1511,18.4,96.0,541.0,11.0,98.0,513.0,3.0,3.3
1111,2005,NHL,PIT,,0,,82,22,46,,14.0,58,0.71,1.0,6.0,244,316,1559,19.0,94.0,495.0,16.0,113.0,533.0,2.98,3.85
1112,2005,NHL,SJS,Conference_Semi-Finals,1,,82,44,27,,11.0,99,1.21,1.0,7.0,266,242,1058,12.9,91.0,500.0,11.0,77.0,399.0,3.24,2.95
1113,2005,NHL,STL,,0,,82,21,46,,15.0,57,0.7,4.0,8.0,197,292,1373,16.7,75.0,512.0,8.0,82.0,461.0,2.4,3.56
1114,2005,NHL,TBL,Conference_Quarter-Finals,1,,82,43,33,,6.0,92,1.12,6.0,4.0,252,260,959,11.7,81.0,485.0,11.0,72.0,391.0,3.07,3.17
1115,2005,NHL,TOR,,0,,82,41,33,,8.0,90,1.1,3.0,7.0,257,270,1398,17.0,107.0,501.0,12.0,99.0,496.0,3.13,3.29
1116,2005,NHL,VAN,,0,,82,42,32,,8.0,92,1.12,4.0,4.0,256,255,1477,18.0,96.0,526.0,10.0,93.0,512.0,3.12,3.11
1117,2005,NHL,WAS,,0,,82,29,41,,12.0,70,0.85,7.0,6.0,237,306,1499,18.3,72.0,490.0,18.0,116.0,550.0,2.89,3.73
1118,2006,NHL,AND,Stanley_Cup,1,,82,48,20,,14.0,110,1.34,4.0,10.0,258,208,1457,17.8,89.0,398.0,4.0,61.0,410.0,3.15,2.54
1119,2006,NHL,ATL,Conference_Quarter-Finals,1,,82,43,28,,11.0,97,1.18,7.0,4.0,246,245,1097,13.4,67.0,407.0,10.0,79.0,391.0,3.0,2.99
1120,2006,NHL,BOS,,0,,82,35,41,,6.0,76,0.93,9.0,4.0,219,289,1256,15.3,71.0,412.0,18.0,81.0,442.0,2.67,3.52
1121,2006,NHL,BUF,Conference_Finals,1,,82,53,22,,7.0,113,1.38,10.0,4.0,308,242,1200,14.6,71.0,407.0,13.0,72.0,386.0,3.76,2.95
1122,2006,NHL,CAL,Conference_Quarter-Finals,1,,82,43,29,,10.0,96,1.17,3.0,5.0,258,226,1204,14.7,73.0,401.0,5.0,81.0,414.0,3.15,2.76
1123,2006,NHL,CAR,,0,,82,40,34,,8.0,88,1.07,0.0,5.0,241,253,1021,12.5,67.0,447.0,8.0,61.0,395.0,2.94,3.09
1124,2006,NHL,CBS,,0,,82,33,42,,7.0,73,0.89,5.0,5.0,201,249,1357,16.5,65.0,438.0,10.0,85.0,453.0,2.45,3.04
1125,2006,NHL,CHI,,0,,82,31,42,,9.0,71,0.87,6.0,7.0,201,258,1332,16.2,43.0,364.0,6.0,77.0,443.0,2.45,3.15
1126,2006,NHL,COL,,0,,82,44,31,,7.0,95,1.16,5.0,4.0,272,251,884,10.8,79.0,374.0,9.0,70.0,353.0,3.32,3.06
1127,2006,NHL,DAL,Conference_Quarter-Finals,1,,82,50,25,,7.0,107,1.3,9.0,4.0,226,197,1133,13.8,79.0,427.0,6.0,59.0,377.0,2.76,2.4
1128,2006,NHL,DET,Conference_Finals,1,,82,50,19,,13.0,113,1.38,2.0,8.0,254,199,982,12.0,68.0,401.0,11.0,63.0,408.0,3.1,2.43
1129,2006,NHL,EDM,,0,,82,32,43,,7.0,71,0.87,3.0,3.0,195,248,1285,15.7,53.0,373.0,4.0,59.0,382.0,2.38,3.02
1130,2006,NHL,FLO,,0,,82,35,31,,16.0,86,1.05,2.0,8.0,247,257,1181,14.4,61.0,337.0,6.0,78.0,443.0,3.01,3.13
1131,2006,NHL,LAK,,0,,82,27,41,,14.0,68,0.83,4.0,6.0,227,283,1239,15.1,81.0,442.0,6.0,91.0,411.0,2.77,3.45
1132,2006,NHL,MIN,Conference_Quarter-Finals,1,,82,48,26,,8.0,104,1.27,10.0,7.0,235,191,862,10.5,72.0,380.0,8.0,48.0,342.0,2.87,2.33
1133,2006,NHL,MTL,,0,,82,42,34,,6.0,90,1.1,6.0,5.0,245,256,1133,13.8,86.0,378.0,6.0,69.0,419.0,2.99,3.12
1134,2006,NHL,NAS,Conference_Quarter-Finals,1,,82,51,23,,8.0,110,1.34,6.0,5.0,272,212,1179,14.4,71.0,408.0,2.0,55.0,390.0,3.32,2.59
1135,2006,NHL,NJD,Conference_Semi-Finals,1,,82,49,24,,9.0,107,1.3,10.0,8.0,216,201,830,10.1,65.0,367.0,11.0,40.0,271.0,2.63,2.45
1136,2006,NHL,NYI,Conference_Quarter-Finals,1,,82,40,30,,12.0,92,1.12,8.0,5.0,248,240,1062,13.0,63.0,348.0,9.0,79.0,433.0,3.02,2.93
1137,2006,NHL,NYR,Conference_Semi-Finals,1,,82,42,30,,10.0,94,1.15,9.0,5.0,242,216,1109,13.5,75.0,406.0,6.0,65.0,400.0,2.95,2.63
1138,2006,NHL,OTT,Finals,1,,82,48,25,,9.0,105,1.28,2.0,6.0,288,222,1173,14.3,72.0,403.0,12.0,61.0,394.0,3.51,2.71
1139,2006,NHL,PHI,,0,,82,22,48,,12.0,56,0.68,1.0,6.0,214,303,1301,15.9,53.0,376.0,14.0,65.0,420.0,2.61,3.7
1140,2006,NHL,PHO,,0,,82,31,46,,5.0,67,0.82,5.0,2.0,216,284,1445,17.6,66.0,400.0,13.0,92.0,425.0,2.63,3.46
1141,2006,NHL,PIT,Conference_Quarter-Finals,1,,82,47,24,,11.0,105,1.28,10.0,6.0,277,246,1249,15.2,94.0,463.0,13.0,75.0,419.0,3.38,3.0
1142,2006,NHL,SJS,Conference_Semi-Finals,1,,82,51,26,,5.0,107,1.3,2.0,2.0,258,199,955,11.6,92.0,410.0,4.0,55.0,330.0,3.15,2.43
1143,2006,NHL,STL,,0,,82,34,35,,13.0,81,0.99,6.0,6.0,214,254,1223,14.9,46.0,381.0,10.0,83.0,414.0,2.61,3.1
1144,2006,NHL,TBL,Conference_Quarter-Finals,1,,82,44,33,,5.0,93,1.13,10.0,2.0,253,261,897,10.9,69.0,374.0,11.0,66.0,305.0,3.09,3.18
1145,2006,NHL,TOR,,0,,82,40,31,,11.0,91,1.11,4.0,7.0,258,269,1139,13.9,71.0,401.0,11.0,90.0,418.0,3.15,3.28
1146,2006,NHL,VAN,Conference_Semi-Finals,1,,82,49,26,,7.0,105,1.28,5.0,4.0,222,201,1206,14.7,70.0,407.0,8.0,57.0,436.0,2.71,2.45
1147,2006,NHL,WAS,,0,,82,28,40,,14.0,70,0.85,1.0,11.0,235,286,1233,15.0,67.0,408.0,14.0,82.0,414.0,2.87,3.49
1148,2007,NHL,AND,Conference_Quarter-Finals,1,,82,47,27,,8.0,102,1.24,8.0,7.0,205,191,1481,18.1,60.0,361.0,7.0,69.0,408.0,2.5,2.33
1149,2007,NHL,ATL,,0,,82,34,40,,8.0,76,0.93,9.0,6.0,216,272,1077,13.1,52.0,316.0,10.0,75.0,354.0,2.63,3.32
1150,2007,NHL,BOS,Conference_Quarter-Finals,1,,82,41,29,,12.0,94,1.15,6.0,7.0,212,222,1069,13.0,56.0,319.0,6.0,71.0,332.0,2.59,2.71
1151,2007,NHL,BUF,,0,,82,39,31,,12.0,90,1.1,4.0,9.0,255,242,1004,12.2,66.0,366.0,8.0,56.0,333.0,3.11,2.95
1152,2007,NHL,CAL,Conference_Quarter-Finals,1,,82,42,30,,10.0,94,1.15,3.0,3.0,229,227,1342,16.4,59.0,352.0,8.0,72.0,388.0,2.79,2.77
1153,2007,NHL,CAR,,0,,82,43,33,,6.0,92,1.12,2.0,3.0,252,249,1183,14.4,79.0,420.0,13.0,75.0,355.0,3.07,3.04
1154,2007,NHL,CBS,,0,,82,34,36,,12.0,80,0.98,3.0,8.0,193,218,1325,16.2,53.0,356.0,5.0,63.0,378.0,2.35,2.66
1155,2007,NHL,CHI,,0,,82,40,34,,8.0,88,1.07,5.0,4.0,239,235,1383,16.9,58.0,365.0,6.0,69.0,385.0,2.91,2.87
1156,2007,NHL,COL,Conference_Semi-Finals,1,,82,44,31,,7.0,95,1.16,7.0,3.0,231,219,995,12.1,49.0,335.0,5.0,56.0,301.0,2.82,2.67
1157,2007,NHL,DAL,Conference_Finals,1,,82,45,30,,7.0,97,1.18,5.0,3.0,242,207,1178,14.4,64.0,354.0,8.0,51.0,354.0,2.95,2.52
1158,2007,NHL,DET,Stanley_Cup,1,,82,54,21,,7.0,115,1.4,5.0,5.0,257,184,937,11.4,81.0,391.0,7.0,57.0,357.0,3.13,2.24
1159,2007,NHL,EDM,,0,,82,41,35,,6.0,88,1.07,15.0,4.0,235,251,1175,14.3,57.0,344.0,10.0,56.0,366.0,2.87,3.06
1160,2007,NHL,FLO,,0,,82,38,35,,9.0,85,1.04,5.0,6.0,216,226,1026,12.5,60.0,313.0,3.0,66.0,374.0,2.63,2.76
1161,2007,NHL,LAK,,0,,82,32,43,,7.0,71,0.87,5.0,3.0,231,266,954,11.6,64.0,366.0,4.0,68.0,309.0,2.82,3.24
1162,2007,NHL,MIN,Conference_Quarter-Finals,1,,82,44,28,,10.0,98,1.2,3.0,8.0,223,218,1098,13.4,64.0,338.0,10.0,49.0,330.0,2.72,2.66
1163,2007,NHL,MTL,Conference_Semi-Finals,1,,82,47,25,,10.0,104,1.27,5.0,6.0,262,222,1090,13.3,90.0,374.0,3.0,60.0,342.0,3.2,2.71
1164,2007,NHL,NAS,Conference_Quarter-Finals,1,,82,41,32,,9.0,91,1.11,3.0,5.0,230,229,1027,12.5,53.0,358.0,10.0,49.0,335.0,2.8,2.79
1165,2007,NHL,NJD,Conference_Quarter-Finals,1,,82,46,29,,7.0,99,1.21,8.0,4.0,206,197,974,11.9,50.0,320.0,7.0,54.0,314.0,2.51,2.4
1166,2007,NHL,NYI,,0,,82,35,38,,9.0,79,0.96,5.0,3.0,194,243,1041,12.7,48.0,330.0,15.0,68.0,375.0,2.37,2.96
1167,2007,NHL,NYR,Conference_Semi-Finals,1,,82,42,27,,13.0,97,1.18,8.0,9.0,213,199,1154,14.1,61.0,370.0,6.0,53.0,343.0,2.6,2.43
1168,2007,NHL,OTT,Conference_Quarter-Finals,1,,82,43,31,,8.0,94,1.15,3.0,5.0,261,247,1175,14.3,60.0,328.0,6.0,72.0,380.0,3.18,3.01
1169,2007,NHL,PHI,Conference_Finals,1,,82,42,29,,11.0,95,1.16,3.0,6.0,248,233,1471,17.9,84.0,385.0,6.0,65.0,388.0,3.02,2.84
1170,2007,NHL,PHO,,0,,82,38,37,,7.0,83,1.01,5.0,6.0,214,231,1193,14.5,63.0,339.0,12.0,64.0,332.0,2.61,2.82
1171,2007,NHL,PIT,Finals,1,,82,47,27,,8.0,102,1.24,7.0,4.0,247,216,1179,14.4,77.0,378.0,10.0,68.0,357.0,3.01,2.63
1172,2007,NHL,SJS,Conference_Semi-Finals,1,,82,49,23,,10.0,108,1.32,6.0,6.0,222,193,1075,13.1,70.0,374.0,9.0,44.0,310.0,2.71,2.35
1173,2007,NHL,STL,,0,,82,33,36,,13.0,79,0.96,3.0,5.0,205,237,1153,14.1,47.0,334.0,13.0,56.0,359.0,2.5,2.89
1174,2007,NHL,TBL,,0,,82,31,42,,9.0,71,0.87,2.0,1.0,223,267,1038,12.7,57.0,296.0,7.0,56.0,312.0,2.72,3.26
1175,2007,NHL,TOR,,0,,82,36,35,,11.0,83,1.01,3.0,4.0,231,260,1087,13.3,61.0,343.0,10.0,77.0,352.0,2.82,3.17
1176,2007,NHL,VAN,,0,,82,39,33,,10.0,88,1.07,6.0,9.0,213,215,1474,18.0,63.0,369.0,7.0,64.0,368.0,2.6,2.62
1177,2007,NHL,WAS,Conference_Quarter-Finals,1,,82,43,31,,8.0,94,1.15,4.0,4.0,242,231,975,11.9,65.0,346.0,8.0,68.0,349.0,2.95,2.82
1178,2008,NHL,AND,Conference_Semi-Finals,1,,82,42,33,,7.0,91,1.11,7.0,3.0,245,238,1426,17.4,73.0,309.0,8.0,78.0,385.0,2.99,2.9
1179,2008,NHL,ATL,,0,,82,35,41,,6.0,76,0.93,7.0,1.0,257,280,1256,15.3,69.0,357.0,10.0,88.0,366.0,3.13,3.41
1180,2008,NHL,BOS,Conference_Semi-Finals,1,,82,53,19,,10.0,116,1.41,4.0,6.0,274,196,1028,12.5,74.0,313.0,7.0,54.0,306.0,3.34,2.39
1181,2008,NHL,BUF,,0,,82,41,32,,9.0,91,1.11,8.0,5.0,250,234,1121,13.7,75.0,358.0,5.0,61.0,336.0,3.05,2.85
1182,2008,NHL,CAL,Conference_Quarter-Finals,1,,82,46,30,,6.0,98,1.2,3.0,2.0,254,248,1299,15.8,61.0,358.0,15.0,58.0,349.0,3.1,3.02
1183,2008,NHL,CAR,Conference_Finals,1,,82,45,30,,7.0,97,1.18,3.0,5.0,239,226,802,9.8,70.0,374.0,9.0,59.0,301.0,2.91,2.76
1184,2008,NHL,CBS,Conference_Quarter-Finals,1,,82,41,31,,10.0,92,1.12,6.0,7.0,226,230,1227,15.0,41.0,322.0,12.0,62.0,346.0,2.76,2.8
1185,2008,NHL,CHI,Conference_Finals,1,,82,46,24,,12.0,104,1.27,4.0,7.0,264,216,1157,14.1,70.0,363.0,6.0,64.0,330.0,3.22,2.63
1186,2008,NHL,COL,,0,,82,32,45,,5.0,69,0.84,9.0,4.0,199,257,1062,13.0,50.0,318.0,8.0,64.0,318.0,2.43,3.13
1187,2008,NHL,DAL,,0,,82,36,35,,11.0,83,1.01,6.0,6.0,230,257,1144,14.0,54.0,351.0,4.0,70.0,327.0,2.8,3.13
1188,2008,NHL,DET,Finals,1,,82,51,21,,10.0,112,1.37,6.0,4.0,295,244,824,10.0,90.0,353.0,4.0,71.0,327.0,3.6,2.98
1189,2008,NHL,EDM,,0,,82,38,35,,9.0,85,1.04,6.0,4.0,234,248,1247,15.2,60.0,354.0,8.0,76.0,338.0,2.85,3.02
1190,2008,NHL,FLO,,0,,82,41,30,,11.0,93,1.13,3.0,8.0,234,231,900,11.0,51.0,308.0,9.0,54.0,311.0,2.85,2.82
1191,2008,NHL,LAK,,0,,82,34,37,,11.0,79,0.96,5.0,8.0,207,234,1207,14.7,69.0,360.0,8.0,62.0,362.0,2.52,2.85
1192,2008,NHL,MIN,,0,,82,40,33,,9.0,89,1.09,5.0,3.0,219,200,889,10.8,66.0,328.0,6.0,36.0,291.0,2.67,2.44
1193,2008,NHL,MTL,Conference_Quarter-Finals,1,,82,41,30,,11.0,93,1.13,7.0,7.0,249,247,1229,15.0,72.0,374.0,11.0,65.0,370.0,3.04,3.01
1194,2008,NHL,NAS,,0,,82,40,34,,8.0,88,1.07,6.0,5.0,213,233,994,12.1,50.0,318.0,8.0,59.0,338.0,2.6,2.84
1195,2008,NHL,NJD,Conference_Quarter-Finals,1,,82,51,27,,4.0,106,1.29,6.0,2.0,244,209,1058,12.9,58.0,307.0,4.0,65.0,324.0,2.98,2.55
1196,2008,NHL,NYI,,0,,82,26,47,,9.0,61,0.74,3.0,5.0,201,279,1216,14.8,54.0,320.0,5.0,73.0,361.0,2.45,3.4
1197,2008,NHL,NYR,Conference_Quarter-Finals,1,,82,43,30,,9.0,95,1.16,10.0,6.0,210,218,1199,14.6,48.0,346.0,14.0,40.0,329.0,2.56,2.66
1198,2008,NHL,OTT,,0,,82,36,35,,11.0,83,1.01,4.0,6.0,217,237,1098,13.4,66.0,339.0,5.0,64.0,346.0,2.65,2.89
1199,2008,NHL,PHI,Conference_Quarter-Finals,1,,82,44,27,,11.0,99,1.21,4.0,6.0,264,238,1434,17.5,71.0,316.0,1.0,67.0,393.0,3.22,2.9
1200,2008,NHL,PHO,,0,,82,36,39,,7.0,79,0.96,3.0,3.0,208,252,1092,13.3,50.0,344.0,4.0,68.0,293.0,2.54,3.07
1201,2008,NHL,PIT,Stanley_Cup,1,,82,45,28,,9.0,99,1.21,6.0,6.0,264,239,1114,13.6,62.0,360.0,13.0,60.0,347.0,3.22,2.91
1202,2008,NHL,SJS,Conference_Quarter-Finals,1,,82,53,18,,11.0,117,1.43,6.0,5.0,257,204,1053,12.8,87.0,360.0,11.0,51.0,306.0,3.13,2.49
1203,2008,NHL,STL,Conference_Quarter-Finals,1,,82,41,31,,10.0,92,1.12,6.0,6.0,233,233,1248,15.2,72.0,351.0,8.0,58.0,357.0,2.84,2.84
1204,2008,NHL,TBL,,0,,82,24,40,,18.0,66,0.8,3.0,10.0,210,279,1306,15.9,61.0,343.0,9.0,89.0,405.0,2.56,3.4
1205,2008,NHL,TOR,,0,,82,34,35,,13.0,81,0.99,6.0,7.0,250,293,1125,13.7,62.0,330.0,7.0,78.0,308.0,3.05,3.57
1206,2008,NHL,VAN,Conference_Semi-Finals,1,,82,45,27,,10.0,100,1.22,3.0,7.0,246,220,1351,16.5,67.0,357.0,5.0,69.0,371.0,3.0,2.68
1207,2008,NHL,WAS,Conference_Semi-Finals,1,,82,50,24,,8.0,108,1.32,4.0,5.0,272,245,1041,12.7,85.0,337.0,11.0,75.0,387.0,3.32,2.99
1208,2009,NHL,AND,,0,,82,39,32,,11.0,89,1.09,5.0,8.0,238,251,1321,16.1,63.0,300.0,9.0,67.0,324.0,2.9,3.06
1209,2009,NHL,ATL,,0,,82,35,34,,13.0,83,1.01,4.0,6.0,234,256,1053,12.8,51.0,316.0,4.0,57.0,320.0,2.85,3.12
1210,2009,NHL,BOS,Conference_Semi-Finals,1,,82,39,30,,13.0,91,1.11,10.0,9.0,206,200,953,11.6,44.0,265.0,4.0,37.0,272.0,2.51,2.44
1211,2009,NHL,BUF,Conference_Quarter-Finals,1,,82,45,27,,10.0,100,1.22,4.0,6.0,235,207,918,11.2,55.0,313.0,3.0,38.0,284.0,2.87,2.52
1212,2009,NHL,CAL,,0,,82,40,32,,10.0,90,1.1,3.0,7.0,204,210,1143,13.9,43.0,268.0,2.0,54.0,305.0,2.49,2.56
1213,2009,NHL,CAR,,0,,82,35,37,,10.0,80,0.98,4.0,5.0,230,256,966,11.8,56.0,332.0,8.0,62.0,320.0,2.8,3.12
1214,2009,NHL,CBS,,0,,82,32,35,,15.0,79,0.96,2.0,10.0,216,259,1086,13.2,56.0,308.0,9.0,61.0,334.0,2.63,3.16
1215,2009,NHL,CHI,Stanley_Cup,1,,82,52,22,,8.0,112,1.37,9.0,6.0,271,209,924,11.3,52.0,294.0,4.0,39.0,265.0,3.3,2.55
1216,2009,NHL,COL,Conference_Quarter-Finals,1,,82,43,30,,9.0,95,1.16,7.0,5.0,244,233,1027,12.5,56.0,310.0,9.0,60.0,303.0,2.98,2.84
1217,2009,NHL,DAL,,0,,82,37,31,,14.0,88,1.07,7.0,10.0,237,254,963,11.7,61.0,328.0,8.0,65.0,288.0,2.89,3.1
1218,2009,NHL,DET,Conference_Semi-Finals,1,,82,44,24,,14.0,102,1.24,6.0,9.0,229,216,723,8.8,59.0,307.0,1.0,43.0,267.0,2.79,2.63
1219,2009,NHL,EDM,,0,,82,27,47,,8.0,62,0.76,8.0,6.0,214,284,1133,13.8,52.0,301.0,5.0,67.0,305.0,2.61,3.46
1220,2009,NHL,FLO,,0,,82,32,37,,13.0,77,0.94,6.0,10.0,208,244,977,11.9,44.0,309.0,8.0,59.0,287.0,2.54,2.98
1221,2009,NHL,LAK,Conference_Quarter-Finals,1,,82,46,27,,9.0,101,1.23,10.0,8.0,241,219,979,11.9,64.0,307.0,6.0,60.0,304.0,2.94,2.67
1222,2009,NHL,MIN,,0,,82,38,36,,8.0,84,1.02,5.0,7.0,219,246,924,11.3,59.0,309.0,13.0,53.0,306.0,2.67,3.0
1223,2009,NHL,MTL,Conference_Finals,1,,82,39,33,,10.0,88,1.07,7.0,5.0,217,223,936,11.4,57.0,261.0,8.0,53.0,311.0,2.65,2.72
1224,2009,NHL,NAS,Conference_Quarter-Finals,1,,82,47,29,,6.0,100,1.22,8.0,4.0,225,225,710,8.7,47.0,286.0,6.0,59.0,258.0,2.74,2.74
1225,2009,NHL,NJD,Conference_Quarter-Finals,1,,82,48,27,,7.0,103,1.26,6.0,5.0,222,191,859,10.5,51.0,273.0,5.0,41.0,239.0,2.71,2.33
1226,2009,NHL,NYI,,0,,82,34,37,,11.0,79,0.96,8.0,6.0,222,264,950,11.6,49.0,306.0,3.0,71.0,300.0,2.71,3.22
1227,2009,NHL,NYR,,0,,82,38,33,,11.0,87,1.06,3.0,4.0,222,218,1159,14.1,55.0,301.0,7.0,50.0,318.0,2.71,2.66
1228,2009,NHL,OTT,Conference_Quarter-Finals,1,,82,44,32,,6.0,94,1.15,5.0,5.0,225,238,1141,13.9,49.0,290.0,4.0,50.0,318.0,2.74,2.9
1229,2009,NHL,PHI,Finals,1,,82,41,35,,6.0,88,1.07,4.0,3.0,236,225,1362,16.6,68.0,317.0,8.0,57.0,335.0,2.88,2.74
1230,2009,NHL,PHO,Conference_Quarter-Finals,1,,82,50,25,,7.0,107,1.3,14.0,6.0,225,202,925,11.3,46.0,314.0,7.0,49.0,317.0,2.74,2.46
1231,2009,NHL,PIT,Conference_Semi-Finals,1,,82,47,28,,7.0,101,1.23,8.0,2.0,257,237,1195,14.6,56.0,326.0,8.0,52.0,327.0,3.13,2.89
1232,2009,NHL,SJS,Conference_Finals,1,,82,51,20,,11.0,113,1.38,7.0,6.0,264,215,1155,14.1,65.0,309.0,9.0,49.0,327.0,3.22,2.62
1233,2009,NHL,STL,,0,,82,40,32,,10.0,90,1.1,7.0,5.0,225,223,1318,16.1,52.0,307.0,6.0,45.0,342.0,2.74,2.72
1234,2009,NHL,TBL,,0,,82,34,36,,12.0,80,0.98,4.0,7.0,217,260,1377,16.8,63.0,326.0,6.0,67.0,336.0,2.65,3.17
1235,2009,NHL,TOR,,0,,82,30,38,,14.0,74,0.9,4.0,4.0,214,267,1091,13.3,44.0,315.0,7.0,73.0,288.0,2.61,3.26
1236,2009,NHL,VAN,Conference_Semi-Finals,1,,82,49,28,,5.0,103,1.26,4.0,4.0,272,222,1269,15.5,68.0,325.0,6.0,59.0,320.0,3.32,2.71
