year,lgID,tmID,playoff,made_playoff,made_QF,made_CF,made_F,G,W,L,T,OTL,Pts,Pts/gm,SoW,SoL,GF,GA,PIM,PIM/gm,PPG,PPC,SHA,PKG,PKC,GF/gm,GA/gm,PPG/gm,PPG_eff,PKG/gm,PK_eff
1979,NHL,ATF,PRE,1,0,0,0,80,35,32,13,,83,1.04,,,282,269,1048,13.1,51,216,7,52,272,3.52,3.36,0.64,0.236,0.65,0.191
1979,NHL,BOS,QF,1,1,0,0,80,46,21,13,,105,1.31,,,310,234,1460,18.3,60,246,4,53,312,3.88,2.92,0.75,0.244,0.66,0.170
1979,NHL,BUF,SF,1,1,1,0,80,47,17,16,,110,1.38,,,318,201,967,12.1,67,275,4,43,252,3.98,2.51,0.84,0.244,0.54,0.171
1979,NHL,CHI,QF,1,1,0,0,80,34,27,19,,87,1.09,,,241,250,1325,16.6,64,269,9,56,293,3.01,3.12,0.80,0.238,0.70,0.191
1979,NHL,COR,,0,0,0,0,80,19,48,13,,51,0.64,,,234,308,1020,12.8,53,304,3,52,233,2.92,3.85,0.66,0.174,0.65,0.223
1979,NHL,DET,,0,0,0,0,80,26,43,11,,63,0.79,,,268,306,1114,13.9,61,276,2,64,270,3.35,3.82,0.76,0.221,0.80,0.237
1979,NHL,EDM,PRE,1,0,0,0,80,28,39,13,,69,0.86,,,301,322,1528,19.1,61,282,4,74,315,3.76,4.03,0.76,0.216,0.93,0.235
1979,NHL,HAR,PRE,1,0,0,0,80,27,34,19,,73,0.91,,,303,312,875,10.9,42,216,1,64,249,3.79,3.9,0.53,0.194,0.80,0.257
1979,NHL,LAK,PRE,1,0,0,0,80,30,36,14,,74,0.93,,,290,313,1124,14.1,83,311,9,94,291,3.62,3.91,1.04,0.267,1.18,0.323
1979,NHL,MNS,SF,1,1,1,0,80,36,28,16,,88,1.10,,,311,253,1064,13.3,75,316,7,43,240,3.89,3.16,0.94,0.237,0.54,0.179
1979,NHL,MTL,QF,1,1,0,0,80,47,20,13,,107,1.34,,,328,240,874,10.9,77,264,7,46,247,4.1,3,0.96,0.292,0.58,0.186
1979,NHL,NYI,SC,1,1,1,1,80,39,28,13,,91,1.14,,,281,247,1298,16.2,63,265,4,71,317,3.51,3.09,0.79,0.238,0.89,0.224
1979,NHL,NYR,QF,1,1,0,0,80,38,32,10,,86,1.08,,,308,284,1342,16.8,79,304,7,54,304,3.85,3.55,0.99,0.260,0.68,0.178
1979,NHL,PHI,F,1,1,1,1,80,48,12,20,,116,1.45,,,327,254,1844,23.1,44,270,7,79,381,4.09,3.18,0.55,0.163,0.99,0.207
1979,NHL,PIT,PRE,1,0,0,0,80,30,37,13,,73,0.91,,,251,303,1038,13.0,52,262,4,64,247,3.14,3.79,0.65,0.198,0.80,0.259
1979,NHL,QUE,,0,0,0,0,80,25,44,11,,61,0.76,,,248,313,1062,13.3,63,300,9,71,267,3.1,3.91,0.79,0.210,0.89,0.266
1979,NHL,STL,PRE,1,0,0,0,80,34,34,12,,80,1.00,,,266,278,1037,13.0,53,289,4,40,263,3.32,3.48,0.66,0.183,0.50,0.152
1979,NHL,TOR,PRE,1,0,0,0,80,35,40,5,,75,0.94,,,304,327,1158,14.5,68,275,5,69,325,3.8,4.09,0.85,0.247,0.86,0.212
1979,NHL,VAN,PRE,1,0,0,0,80,27,37,16,,70,0.88,,,256,281,1808,22.6,53,312,12,69,282,3.2,3.51,0.66,0.170,0.86,0.245
1979,NHL,WAS,,0,0,0,0,80,27,40,13,,67,0.84,,,261,293,1198,15.0,54,295,4,65,248,3.26,3.66,0.68,0.183,0.81,0.262
1979,NHL,WIN,,0,0,0,0,80,20,49,11,,51,0.64,,,214,314,1251,15.6,63,336,10,63,275,2.68,3.92,0.79,0.188,0.79,0.229
1980,NHL,BOS,PRE,1,0,0,0,80,37,30,13,,87,1.09,,,316,272,1836,23.0,87,342,8,82,358,3.95,3.4,1.09,0.254,1.03,0.229
1980,NHL,BUF,QF,1,1,0,0,80,39,20,21,,99,1.24,,,327,250,1194,14.9,73,310,10,44,268,4.09,3.12,0.91,0.235,0.55,0.164
1980,NHL,CAL,SF,1,1,1,0,80,39,27,14,,92,1.15,,,329,298,1450,18.1,81,301,12,70,364,4.11,3.72,1.01,0.269,0.88,0.192
1980,NHL,CHI,PRE,1,0,0,0,80,31,33,16,,78,0.98,,,304,315,1660,20.8,67,302,9,91,364,3.8,3.94,0.84,0.222,1.14,0.250
1980,NHL,COR,,0,0,0,0,80,22,45,13,,57,0.71,,,258,344,1418,17.7,76,373,8,70,286,3.22,4.3,0.95,0.204,0.88,0.245
1980,NHL,DET,,0,0,0,0,80,19,43,18,,56,0.70,,,252,339,1687,21.1,60,316,12,82,317,3.15,4.24,0.75,0.190,1.03,0.259
1980,NHL,EDM,QF,1,1,0,0,80,29,35,16,,74,0.93,,,328,327,1544,19.3,77,347,7,85,348,4.1,4.09,0.96,0.222,1.06,0.244
1980,NHL,HAR,,0,0,0,0,80,21,41,18,,60,0.75,,,292,372,1584,19.8,60,318,15,80,328,3.65,4.65,0.75,0.189,1.00,0.244
1980,NHL,LAK,PRE,1,0,0,0,80,43,24,13,,99,1.24,,,337,290,1627,20.3,90,366,7,81,356,4.21,3.62,1.13,0.246,1.01,0.228
1980,NHL,MNS,F,1,1,1,1,80,35,28,17,,87,1.09,,,291,263,1624,20.3,88,408,13,64,304,3.64,3.29,1.10,0.216,0.80,0.211
1980,NHL,MTL,PRE,1,0,0,0,80,45,22,13,,103,1.29,,,332,232,1398,17.5,72,299,8,51,279,4.15,2.9,0.90,0.241,0.64,0.183
1980,NHL,NYI,SC,1,1,1,1,80,48,18,14,,110,1.38,,,355,260,1442,18.0,93,317,6,76,368,4.44,3.25,1.16,0.293,0.95,0.207
1980,NHL,NYR,SF,1,1,1,0,80,30,36,14,,74,0.93,,,312,317,1981,24.8,63,351,12,83,392,3.9,3.96,0.79,0.179,1.04,0.212
1980,NHL,PHI,QF,1,1,0,0,80,41,24,15,,97,1.21,,,313,249,2621,32.8,75,278,4,85,432,3.91,3.11,0.94,0.270,1.06,0.197
1980,NHL,PIT,PRE,1,0,0,0,80,30,37,13,,73,0.91,,,302,345,1807,22.6,92,400,11,99,370,3.78,4.31,1.15,0.230,1.24,0.268
1980,NHL,QUE,PRE,1,0,0,0,80,30,32,18,,78,0.98,,,314,318,1524,19.1,81,339,10,79,335,3.92,3.98,1.01,0.239,0.99,0.236
1980,NHL,STL,QF,1,1,0,0,80,45,18,17,,107,1.34,,,352,281,1657,20.7,85,359,12,61,338,4.4,3.51,1.06,0.237,0.76,0.180
1980,NHL,TOR,PRE,1,0,0,0,80,28,37,15,,71,0.89,,,322,367,1830,22.9,85,339,4,93,408,4.03,4.59,1.06,0.251,1.16,0.228
1980,NHL,VAN,PRE,1,0,0,0,80,28,32,20,,76,0.95,,,289,301,1892,23.7,68,330,14,81,340,3.61,3.76,0.85,0.206,1.01,0.238
1980,NHL,WAS,,0,0,0,0,80,26,36,18,,70,0.88,,,286,317,1872,23.4,74,394,14,83,318,3.58,3.96,0.93,0.188,1.04,0.261
1980,NHL,WIN,,0,0,0,0,80,9,57,14,,32,0.40,,,246,400,1191,14.9,60,345,15,67,261,3.08,5,0.75,0.174,0.84,0.257
1981,NHL,BOS,DF,1,1,0,0,80,43,27,10,,96,1.20,,,323,285,1266,15.8,65,289,7,54,291,4.04,3.56,0.81,0.225,0.68,0.186
1981,NHL,BUF,DSF,1,0,0,0,80,39,26,15,,93,1.16,,,307,273,1425,17.8,63,301,10,57,281,3.84,3.41,0.79,0.209,0.71,0.203
1981,NHL,CAL,DSF,1,0,0,0,80,29,34,17,,75,0.94,,,334,345,1331,16.6,78,290,9,72,328,4.18,4.31,0.98,0.269,0.90,0.220
1981,NHL,CHI,CF,1,1,1,0,80,30,38,12,,72,0.90,,,332,363,1775,22.2,78,315,12,93,383,4.15,4.54,0.98,0.248,1.16,0.243
1981,NHL,COR,,0,0,0,0,80,18,49,13,,49,0.61,,,241,362,1138,14.2,46,305,15,63,268,3.01,4.53,0.58,0.151,0.79,0.235
1981,NHL,DET,,0,0,0,0,80,21,47,12,,54,0.68,,,270,351,1250,15.6,43,257,6,75,284,3.38,4.39,0.54,0.167,0.94,0.264
1981,NHL,EDM,DSF,1,0,0,0,80,48,17,15,,111,1.39,,,417,295,1473,18.4,86,341,8,67,371,5.21,3.69,1.08,0.252,0.84,0.181
1981,NHL,HAR,,0,0,0,0,80,21,41,18,,60,0.75,,,264,351,1493,18.7,68,292,7,78,283,3.3,4.39,0.85,0.233,0.98,0.276
1981,NHL,LAK,DF,1,1,0,0,80,24,41,15,,63,0.79,,,314,369,1730,21.6,75,355,11,89,310,3.92,4.61,0.94,0.211,1.11,0.287
1981,NHL,MNS,DSF,1,0,0,0,80,37,23,20,,94,1.18,,,346,288,1358,17.0,89,362,9,49,271,4.32,3.6,1.11,0.246,0.61,0.181
1981,NHL,MTL,DSF,1,0,0,0,80,46,17,17,,109,1.36,,,360,223,1463,18.3,72,297,5,57,286,4.5,2.79,0.90,0.242,0.71,0.199
1981,NHL,NYI,SC,1,1,1,1,80,54,16,10,,118,1.48,,,385,250,1328,16.6,80,284,3,65,332,4.81,3.12,1.00,0.282,0.81,0.196
1981,NHL,NYR,DF,1,1,0,0,80,39,27,14,,92,1.15,,,316,306,1402,17.5,68,306,12,75,319,3.95,3.82,0.85,0.222,0.94,0.235
1981,NHL,PHI,DSF,1,0,0,0,80,38,31,11,,87,1.09,,,325,313,2493,31.2,79,296,5,102,397,4.06,3.91,0.99,0.267,1.28,0.257
1981,NHL,PIT,DSF,1,0,0,0,80,31,36,13,,75,0.94,,,310,337,2212,27.7,99,404,14,92,399,3.88,4.21,1.24,0.245,1.15,0.231
1981,NHL,QUE,CF,1,1,1,0,80,33,31,16,,82,1.03,,,356,345,1757,22.0,83,314,9,71,331,4.45,4.31,1.04,0.264,0.89,0.215
1981,NHL,STL,DF,1,1,0,0,80,32,40,8,,72,0.90,,,315,349,1579,19.7,76,344,13,83,357,3.94,4.36,0.95,0.221,1.04,0.232
1981,NHL,TOR,,0,0,0,0,80,20,44,16,,56,0.70,,,298,380,1888,23.6,58,292,6,99,363,3.72,4.75,0.73,0.199,1.24,0.273
1981,NHL,VAN,F,1,1,1,1,80,30,33,17,,77,0.96,,,290,286,1840,23.0,64,337,10,68,315,3.62,3.58,0.80,0.190,0.85,0.216
1981,NHL,WAS,,0,0,0,0,80,26,41,13,,65,0.81,,,319,338,1932,24.2,93,418,11,67,309,3.99,4.22,1.16,0.222,0.84,0.217
1981,NHL,WIN,DSF,1,0,0,0,80,33,33,14,,80,1.00,,,319,332,1314,16.4,74,328,11,61,249,3.99,4.15,0.93,0.226,0.76,0.245
1982,NHL,BOS,CF,1,1,1,0,80,50,20,10,,110,1.38,,,327,228,1202,15.0,67,302,6,53,275,4.09,2.85,0.84,0.222,0.66,0.193
1982,NHL,BUF,DF,1,1,0,0,80,38,29,13,,89,1.11,,,318,285,1031,12.9,67,311,9,48,274,3.98,3.56,0.84,0.215,0.60,0.175
1982,NHL,CAL,DF,1,1,0,0,80,32,34,14,,78,0.98,,,321,317,1146,14.3,65,273,6,59,258,4.01,3.96,0.81,0.238,0.74,0.229
1982,NHL,CHI,CF,1,1,1,0,80,47,23,10,,104,1.30,,,338,268,1185,14.8,86,316,6,71,304,4.22,3.35,1.08,0.272,0.89,0.234
1982,NHL,DET,,0,0,0,0,80,21,44,15,,57,0.71,,,263,344,1064,13.3,37,268,9,80,292,3.29,4.3,0.46,0.138,1.00,0.274
1982,NHL,EDM,F,1,1,1,1,80,47,21,12,,106,1.33,,,424,315,1771,22.1,86,294,6,89,396,5.3,3.94,1.08,0.293,1.11,0.225
1982,NHL,HAR,,0,0,0,0,80,19,54,7,,45,0.56,,,261,403,1392,17.4,51,264,9,70,293,3.26,5.04,0.64,0.193,0.88,0.239
1982,NHL,LAK,,0,0,0,0,80,27,41,12,,66,0.83,,,308,365,1367,17.1,81,340,14,94,296,3.85,4.56,1.01,0.238,1.18,0.318
1982,NHL,MNS,DF,1,1,0,0,80,40,24,16,,96,1.20,,,321,290,1520,19.0,91,345,20,67,347,4.01,3.62,1.14,0.264,0.84,0.193
1982,NHL,MTL,DSF,1,0,0,0,80,42,24,14,,98,1.23,,,350,286,1116,14.0,64,288,8,68,260,4.38,3.58,0.80,0.222,0.85,0.262
1982,NHL,NJD,,0,0,0,0,80,17,49,14,,48,0.60,,,230,338,1270,15.9,66,302,10,78,294,2.88,4.22,0.83,0.219,0.98,0.265
